benchmark,implementation,compiler,environment,mean,std,min,max,repetitions,order_env,order_impl
pagerank,c,wasm,safari11,0.6192,0.0008,0.618,0.62,10,3,2
pagerank,js,browserify,safari11,3.2609,0.0422,3.2162,3.3376,10,3,3
spmv,c,gcc,native,14.0484,0.044,13.9895,14.1173,10,0,1
spmv,c,wasm,chrome63,1.6504,0.0195,1.611,1.685,10,1,2
spmv,js,browserify,chrome63,2.2313,0.2677,1.8423,2.4019,10,1,3
spmv,c,wasm,firefox57,1.6346,0.0182,1.611,1.656,10,2,2
spmv,js,browserify,firefox57,2.2151,0.107,2.1152,2.3988,10,2,3
spmv,c,wasm,safari11,1.6585,0.0379,1.609,1.722,10,3,2
spmv,js,browserify,safari11,2.3003,0.5442,1.8403,3.2397,10,3,3
srad,c,gcc,native,25.2152,0.8966,24.2902,26.5888,10,0,1
srad,c,wasm,chrome63,3.3439,0.0017,3.341,3.347,10,1,2
srad,js,browserify,chrome63,2.8092,0.0584,2.7658,2.948,10,1,3
srad,c,wasm,firefox57,3.3437,0.0016,3.342,3.347,10,2,2
srad,js,browserify,firefox57,2.7791,0.0091,2.7643,2.7937,10,2,3
srad,c,wasm,safari11,3.3797,0.0391,3.34,3.418,10,3,2
srad,js,browserify,safari11,2.8306,0.0436,2.7905,2.946,10,3,3
