benchmark,implementation,compiler,mean,std,min,max,repetitions,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30
spmv,c,wasm,1.0561,0.0532,1.0030,1.2810,30,1.0160,1.0030,1.0520,1.1170,1.0480,1.0130,1.0430,1.0130,1.2810,1.0130,1.0090,1.0530,1.1040,1.0600,1.0510,1.0490,1.0200,1.0130,1.0370,1.0620,1.0560,1.1380,1.0630,1.0450,1.0220,1.0640,1.0560,1.0310,1.0790,1.0710
nqueens,c,wasm,3.9802,0.0962,3.8790,4.3140,30,4.0200,3.9180,4.3140,4.1550,3.9050,3.9480,3.9480,3.9440,3.9450,3.8790,3.9420,3.9550,4.0530,3.9420,3.9940,3.9390,3.9530,3.9080,3.9370,4.0680,3.9030,3.9630,3.9510,3.9660,3.9530,3.9000,3.9030,4.2110,3.9990,3.9900
nqueens,js,browserify,6.1237,0.1033,6.0180,6.4890,30,6.4890,6.3300,6.0900,6.1320,6.0180,6.0720,6.0790,6.1320,6.0560,6.0410,6.0400,6.0400,6.1080,6.0940,6.1050,6.0840,6.0870,6.0300,6.1070,6.1260,6.1770,6.0820,6.0520,6.0750,6.3080,6.1870,6.2330,6.1260,6.1910,6.0200
lavamd,c,wasm,1.2475,0.0207,1.2250,1.3020,30,1.2420,1.3000,1.2480,1.2440,1.2270,1.2410,1.2280,1.2360,1.2410,1.2570,1.2310,1.2310,1.2310,1.2250,1.2400,1.2330,1.2610,1.2340,1.2430,1.2320,1.2750,1.2600,1.2550,1.2360,1.2280,1.2370,1.2660,1.2560,1.2840,1.3020
nw,js,browserify,0.9619,0.0100,0.9507,0.9950,30,0.9542,0.9855,0.9507,0.9567,0.9950,0.9602,0.9559,0.9811,0.9612,0.9589,0.9541,0.9580,0.9599,0.9595,0.9571,0.9596,0.9599,0.9593,0.9565,0.9557,0.9526,0.9569,0.9561,0.9628,0.9621,0.9742,0.9708,0.9650,0.9547,0.9641
nw,c,wasm,0.5853,0.0037,0.5790,0.5970,30,0.5840,0.5830,0.5820,0.5830,0.5870,0.5840,0.5850,0.5870,0.5820,0.5840,0.5850,0.5860,0.5840,0.5880,0.5850,0.5830,0.5910,0.5860,0.5910,0.5790,0.5850,0.5840,0.5890,0.5810,0.5800,0.5850,0.5970,0.5900,0.5820,0.5870
pagerank,c,wasm,0.7498,0.0039,0.7430,0.7630,30,0.7480,0.7480,0.7500,0.7460,0.7510,0.7480,0.7470,0.7540,0.7470,0.7500,0.7570,0.7500,0.7510,0.7480,0.7630,0.7430,0.7500,0.7490,0.7500,0.7510,0.7570,0.7470,0.7500,0.7510,0.7470,0.7480,0.7520,0.7490,0.7460,0.7470
pagerank,js,browserify,0.8979,0.0033,0.8925,0.9059,30,0.8988,0.9059,0.9002,0.8983,0.9000,0.8941,0.8975,0.8961,0.9011,0.8981,0.8939,0.9044,0.8972,0.8996,0.8990,0.8947,0.8958,0.9000,0.8974,0.8971,0.8963,0.8925,0.8928,0.8976,0.8988,0.8965,0.8926,0.8977,0.9013,0.9030
srad,js,browserify,7.6214,0.0460,7.5330,7.7217,30,7.5731,7.6384,7.5861,7.7217,7.6221,7.6684,7.6498,7.6320,7.6190,7.6892,7.6320,7.6268,7.6275,7.5899,7.6643,7.5330,7.5739,7.6045,7.5562,7.6555,7.6173,7.6844,7.5807,7.6399,7.6823,7.5557,7.5875,7.5739,7.6703,7.5863
srad,c,wasm,3.7429,0.0453,3.6890,3.9130,30,3.6890,3.7120,3.7370,3.7350,3.7010,3.7450,3.6990,3.7480,3.7070,3.7100,3.6970,3.7630,3.7210,3.7540,3.9130,3.8230,3.8120,3.7400,3.7880,3.7790,3.7220,3.7290,3.7300,3.7330,3.7360,3.7250,3.7150,3.7250,3.7360,3.7640
