benchmark,implementation,compiler,mean(s),std(s),min(s),max(s),repetitions,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30,iter31,iter32
lavamd,js,browserify,1.2867,0.0070,1.2756,1.3093,30,1.2860,1.2821,1.2788,1.2839,1.2851,1.3093,1.2862,1.2876,1.2888,1.2796,1.2897,1.2833,1.2866,1.2864,1.2834,1.2902,1.2756,1.2989,1.2886,1.2770,1.2897,1.2907,1.2866,1.2869,1.2825,1.2884,1.2800,1.2870,1.3015,1.2803
lavamd,c,wasm,1.2813,0.0181,1.2490,1.3130,30,1.2780,1.2550,1.2660,1.3130,1.3120,1.3080,1.2950,1.2670,1.2800,1.2780,1.2640,1.2670,1.2710,1.2780,1.3070,1.2720,1.2820,1.2770,1.2490,1.2580,1.3110,1.2930,1.3010,1.2680,1.2680,1.2730,1.2710,1.2900,1.3040,1.2820
nqueens,js,browserify,5.6116,0.1166,5.3720,5.8420,30,5.6770,5.6020,5.6130,5.8190,5.7410,5.7040,5.8420,5.5320,5.7030,5.6520,5.6600,5.6990,5.3720,5.5310,5.6820,5.6450,5.7290,5.3750,5.5540,5.4730,5.5860,5.4760,5.7490,5.6440,5.5940,5.6090,5.5370,5.4830,5.5870,5.4770
nqueens,c,wasm,3.5281,0.0216,3.4740,3.5610,30,3.5590,3.5360,3.5340,3.5090,3.4840,3.5610,3.5320,3.5550,3.5180,3.5420,3.5080,3.5590,3.5330,3.5110,3.5330,3.5470,3.5350,3.5300,3.5400,3.4740,3.5040,3.5200,3.5180,3.5260,3.4980,3.5580,3.5380,3.5150,3.5380,3.5280
nw,js,browserify,0.7434,0.0109,0.7260,0.7761,30,0.7761,0.7338,0.7587,0.7376,0.7260,0.7363,0.7381,0.7469,0.7356,0.7602,0.7336,0.7379,0.7388,0.7365,0.7384,0.7572,0.7564,0.7348,0.7368,0.7378,0.7398,0.7378,0.7464,0.7492,0.7501,0.7364,0.7568,0.7526,0.7352,0.7399
pagerank,js,browserify,0.8040,0.0250,0.7883,0.9147,30,0.7941,0.7914,0.7894,0.7943,0.7889,0.7900,0.7897,0.7934,0.7908,0.7883,0.7901,0.7912,0.7909,0.8170,0.8115,0.8294,0.7919,0.7930,0.9147,0.8084,0.8012,0.8245,0.7983,0.7922,0.8007,0.8306,0.8093,0.7919,0.7909,0.8324
nw,c,wasm,0.5501,0.0018,0.5470,0.5540,30,0.5530,0.5470,0.5510,0.5500,0.5500,0.5490,0.5510,0.5480,0.5480,0.5470,0.5510,0.5480,0.5540,0.5520,0.5490,0.5520,0.5510,0.5500,0.5480,0.5500,0.5530,0.5500,0.5520,0.5480,0.5500,0.5490,0.5510,0.5490,0.5500,0.5510
pagerank,c,wasm,0.7074,0.0173,0.6860,0.7660,30,0.7160,0.7150,0.7460,0.7080,0.7090,0.7010,0.7150,0.7020,0.7150,0.7100,0.7020,0.7060,0.6860,0.7030,0.7020,0.7050,0.6910,0.6860,0.6900,0.6940,0.7020,0.7660,0.7320,0.7260,0.6930,0.6920,0.6960,0.6970,0.7050,0.7120
srad,js,browserify,7.3764,0.4099,5.8677,7.5471,30,7.4796,7.4851,7.4858,5.8677,7.5121,7.4744,7.5057,5.8743,7.4877,7.4853,7.4668,7.4720,7.4640,7.4598,7.4882,7.5049,7.4654,7.4670,7.4798,7.4765,7.5057,7.4983,7.5471,7.4605,7.4422,7.4245,7.5043,7.5063,7.5280,7.4718
srad,c,wasm,3.4799,0.0049,3.4720,3.4920,30,3.4790,3.4790,3.4850,3.4760,3.4790,3.4730,3.4800,3.4810,3.4780,3.4800,3.4830,3.4730,3.4920,3.4720,3.4780,3.4770,3.4920,3.4860,3.4800,3.4780,3.4760,3.4840,3.4740,3.4790,3.4770,3.4790,3.4770,3.4830,3.4850,3.4820
