benchmark,mean,std,min,max,repetitions,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30,iter31,iter32,iter33,iter34,iter35,iter36,iter37,iter38,iter39,iter40,iter41,iter42,iter43
backprop,1.4141,0.0712,1.3554,1.6721,44,1.4056,1.5446,1.3580,1.5212,1.5251,1.5277,1.5123,1.6721,1.3666,1.3700,1.4638,1.4734,1.3658,1.4108,1.3642,1.3646,1.3819,1.3657,1.3637,1.4552,1.3680,1.3689,1.4555,1.3569,1.4604,1.3620,1.3595,1.3618,1.3600,1.3630,1.3630,1.4530,1.3576,1.4531,1.3620,1.3686,1.3665,1.4572,1.3678,1.3756,1.3554,1.3674,1.4569,1.4887
bfs,0.6438,0.0081,0.6384,0.6885,42,0.6646,0.6467,0.6422,0.6442,0.6427,0.6426,0.6424,0.6436,0.6402,0.6422,0.6424,0.6421,0.6403,0.6402,0.6434,0.6406,0.6419,0.6416,0.6419,0.6432,0.6422,0.6471,0.6422,0.6424,0.6391,0.6429,0.6426,0.6418,0.6448,0.6431,0.6414,0.6420,0.6418,0.6434,0.6439,0.6432,0.6885,0.6424,0.6404,0.6384,0.6400,0.6389
crc,1.3389,0.0500,1.2884,1.5035,42,1.2894,1.3012,1.3282,1.3558,1.3603,1.3993,1.3619,1.3537,1.5035,1.3645,1.3647,1.3609,1.3202,1.3232,1.3416,1.3186,1.2975,1.2940,1.3029,1.2884,1.2906,1.3184,1.2969,1.2892,1.3204,1.3180,1.4510,1.4148,1.3186,1.3593,1.3940,1.4736,1.3205,1.3183,1.2922,1.3321,1.3009,1.3227,1.2891,1.3179,1.3227,1.3420
fft,3.3252,0.1239,3.1856,3.8797,42,3.4984,3.3436,3.3356,3.4130,3.4370,3.4448,3.3054,3.4559,3.4386,3.8797,3.3182,3.4410,3.4297,3.2149,3.2846,3.2090,3.3065,3.2102,3.2726,3.1871,3.2986,3.1925,3.3355,3.2925,3.3011,3.2893,3.2773,3.4811,3.2861,3.3989,3.2967,3.2231,3.2904,3.2287,3.3217,3.2700,3.2752,3.3116,3.2989,3.1856,3.1869,3.1932
hmm,3.6497,0.1197,3.5381,3.9495,42,3.8033,3.9495,3.7934,3.7982,3.8018,3.8128,3.8042,3.7906,3.7932,3.7992,3.7399,3.8058,3.7819,3.8062,3.5564,3.5384,3.5458,3.5748,3.5610,3.5642,3.5621,3.5635,3.5489,3.5556,3.5567,3.5656,3.6229,3.5567,3.6250,3.5916,3.5773,3.5654,3.5396,3.6329,3.5581,3.5381,3.5404,3.5415,3.5667,3.5485,3.5594,3.7498
lavamd,0.7429,0.0080,0.7291,0.7791,42,0.7502,0.7461,0.7404,0.7364,0.7291,0.7439,0.7437,0.7357,0.7383,0.7393,0.7440,0.7442,0.7442,0.7335,0.7513,0.7383,0.7478,0.7386,0.7449,0.7494,0.7453,0.7463,0.7460,0.7366,0.7413,0.7395,0.7380,0.7465,0.7427,0.7791,0.7558,0.7310,0.7405,0.7432,0.7360,0.7350,0.7363,0.7426,0.7438,0.7449,0.7493,0.7442
nqueens,4.4390,0.0833,4.3260,4.7550,41,4.4680,4.3920,4.4380,4.3790,4.4590,4.4590,4.4630,4.4150,4.4780,4.4280,4.3870,4.4020,4.4490,4.4050,4.6420,4.4510,4.4450,4.4060,4.4020,4.3640,4.5020,4.5060,4.7550,4.4090,4.3780,4.4500,4.3290,4.3330,4.4310,4.4540,4.3940,4.5740,4.4110,4.3840,4.5850,4.3820,4.3260,4.3840,4.5110,4.3790,4.3910
nw,0.2763,0.0130,0.2708,0.3264,41,0.2792,0.2716,0.2711,0.2722,0.2714,0.2708,0.2720,0.2711,0.2728,0.2718,0.2718,0.2718,0.2719,0.2711,0.2712,0.2715,0.2710,0.2727,0.2730,0.2716,0.2734,0.2841,0.3256,0.2726,0.2729,0.2731,0.3107,0.2735,0.2734,0.2727,0.2734,0.3264,0.2723,0.2726,0.2740,0.2727,0.2718,0.2727,0.2747,0.2739,0.2722
pagerank,0.4421,0.0137,0.4333,0.5201,41,0.4377,0.4408,0.4432,0.4406,0.4373,0.4396,0.4419,0.4354,0.4394,0.4408,0.4372,0.4389,0.4384,0.4370,0.4376,0.4381,0.4384,0.4391,0.4365,0.4387,0.4398,0.5201,0.4368,0.4414,0.4366,0.4363,0.4333,0.4728,0.4417,0.4394,0.4414,0.4392,0.4420,0.4385,0.4411,0.4416,0.4410,0.4401,0.4420,0.4425,0.4403
spmv,2.0003,0.0167,1.9683,2.0467,41,1.9949,1.9720,1.9912,2.0006,2.0206,2.0118,1.9921,1.9857,2.0126,2.0130,1.9995,1.9757,2.0012,1.9952,1.9990,1.9972,2.0125,2.0084,2.0362,1.9934,2.0301,1.9874,2.0467,1.9994,1.9863,1.9853,1.9855,2.0073,2.0002,2.0055,1.9933,1.9957,2.0212,1.9810,1.9962,1.9911,1.9918,1.9901,2.0131,2.0254,1.9683
srad,7.3764,0.0569,7.3139,7.5768,41,7.3943,7.3315,7.3333,7.5281,7.3197,7.3139,7.3259,7.3663,7.3546,7.3675,7.3785,7.3824,7.3368,7.3809,7.3509,7.5768,7.3472,7.3272,7.3495,7.4210,7.3695,7.3599,7.5530,7.3742,7.3912,7.3556,7.3818,7.3458,7.4241,7.3784,7.3961,7.3795,7.4046,7.3473,7.3838,7.3863,7.3369,7.3590,7.3348,7.3518,7.3336
