benchmark,implementation,compiler,mean(s),std(s),min(s),max(s),repetitions,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30,iter31,iter32,iter33,iter34,iter35,iter36,iter37,iter38,iter39,iter40,iter41,iter42,iter43,iter44,iter45,iter46,iter47,iter48,iter49,iter50,iter51,iter52,iter53,iter54,iter55,iter56,iter57,iter58,iter59
hmm,c,server-wasm,47.4534,0.1952,47.3260,48.3060,30,47.3540,47.4030,47.3630,47.3420,47.3410,47.8510,47.3740,47.4210,47.4220,47.3720,47.3680,47.3740,47.4260,47.4000,47.3780,47.3520,47.6310,47.4240,47.5890,47.3330,47.3420,48.3060,47.4510,47.3900,47.4180,47.3380,47.4580,47.3260,47.4910,47.5640
lavamd,js,browserify,3.7620,0.0871,3.7140,4.1460,30,3.7610,3.7440,3.7450,3.7280,3.7400,3.7460,3.7920,3.7350,3.7720,3.7210,3.7140,4.1460,3.7170,3.7280,3.7210,3.7140,3.7320,3.7260,3.7350,3.7310,3.7150,3.7530,3.8280,3.9690,3.7310,3.7200,3.7470,3.7480,3.7360,3.7660
lavamd,c,server-wasm,1.2746,0.0221,1.2640,1.3550,30,1.2640,1.2680,1.2680,1.2640,1.2640,1.2660,1.2650,1.2700,1.2900,1.2670,1.2700,1.2700,1.2650,1.3470,1.2690,1.2660,1.2670,1.2690,1.2640,1.2660,1.2670,1.3550,1.2700,1.2690,1.2640,1.2690,1.2710,1.2680,1.3000,1.2650
nqueens,js,browserify,6.1517,0.0904,6.0130,6.5300,30,6.2400,6.1790,6.2030,6.1160,6.2490,6.1690,6.1160,6.1570,6.0590,6.1790,6.1110,6.1760,6.1320,6.0730,6.0890,6.1130,6.1180,6.1860,6.0130,6.1000,6.1330,6.1180,6.1330,6.0910,6.1750,6.2090,6.5300,6.0950,6.0730,6.2150
nqueens,c,server-wasm,4.0442,0.1830,3.9890,5.0060,30,4.0140,4.0000,4.0170,3.9960,4.0220,3.9890,4.0130,3.9970,4.0210,4.0130,4.1080,4.0020,3.9980,4.0070,4.0230,3.9980,4.0000,3.9940,4.0270,4.0220,3.9960,5.0060,3.9970,3.9990,4.0180,4.0350,3.9980,4.0260,3.9970,3.9940
nw,js,browserify,1.0017,0.0106,0.9920,1.0540,30,0.9960,0.9920,1.0000,1.0020,1.0010,0.9970,1.0020,1.0070,0.9980,1.0000,1.0020,1.0020,1.0070,1.0000,0.9980,0.9990,1.0040,1.0030,0.9980,1.0040,0.9940,0.9940,0.9950,1.0000,1.0020,1.0000,0.9960,0.9980,1.0050,1.0540
nw,c,server-wasm,0.5452,0.0027,0.5440,0.5590,30,0.5440,0.5590,0.5460,0.5440,0.5440,0.5440,0.5460,0.5440,0.5450,0.5440,0.5450,0.5440,0.5440,0.5440,0.5440,0.5460,0.5460,0.5450,0.5460,0.5450,0.5440,0.5460,0.5440,0.5460,0.5440,0.5440,0.5450,0.5450,0.5450,0.5450
pagerank,js,browserify,0.5890,0.0195,0.5770,0.6860,30,0.5960,0.5960,0.5790,0.5840,0.5770,0.5840,0.5850,0.5860,0.5840,0.5820,0.5830,0.5820,0.5800,0.6020,0.6860,0.5810,0.5820,0.6000,0.5800,0.5830,0.5830,0.5940,0.5960,0.5840,0.5830,0.5940,0.5830,0.5780,0.5810,0.5830
srad,c,server-wasm,47.7410,1.6126,47.3150,56.2610,30,47.4380,47.3340,47.5350,47.4870,47.6320,47.3700,47.5470,47.3750,47.3780,47.4570,47.4210,47.4500,47.3450,47.4480,47.4490,47.3870,47.3630,47.4250,47.3650,47.4480,47.4090,47.4270,47.3150,56.2610,47.6880,47.4100,47.3700,47.4700,47.7970,47.4280
pagerank,c,server-wasm,0.3306,0.0033,0.3270,0.3470,30,0.3280,0.3310,0.3300,0.3310,0.3470,0.3300,0.3320,0.3300,0.3300,0.3320,0.3310,0.3300,0.3300,0.3280,0.3290,0.3310,0.3300,0.3300,0.3300,0.3310,0.3300,0.3300,0.3270,0.3310,0.3300,0.3300,0.3290,0.3300,0.3300,0.3290
srad,js,browserify,55.8755,0.3237,55.5240,56.6780,30,55.7780,55.8910,55.6010,55.5800,55.7260,55.9420,56.3450,55.7870,56.2230,56.4650,56.1550,55.5380,56.0210,55.5240,55.5940,55.8980,55.8950,56.1360,56.6780,55.6090,55.5980,55.6100,55.7300,55.7050,55.7550,55.6380,56.6380,55.6000,55.8600,55.7450
